Text name: res/res_cn_cls_cifar10_symmetric_rate20_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup01_sgd_max_epoch100_lsecoer1e-04.txt
[00/100] [Loss] train:-0.257(f:-0.266+r:0.001+k:0.001+l:0.006) val:-0.309 test:-0.308 [Accr] train:30.7% val:37.1% test:37.1% maxVal:37.1% maxTest:37.1%
[01/100] [Loss] train:-0.316(f:-0.324+r:0.001+k:0.001+l:0.006) val:-0.379 test:-0.379 [Accr] train:39.3% val:48.0% test:48.0% maxVal:48.0% maxTest:48.0%
[02/100] [Loss] train:-0.357(f:-0.365+r:0.001+k:0.001+l:0.006) val:-0.432 test:-0.432 [Accr] train:38.7% val:46.6% test:46.6% maxVal:48.0% maxTest:48.0%
[03/100] [Loss] train:-0.376(f:-0.384+r:0.001+k:0.001+l:0.006) val:-0.453 test:-0.453 [Accr] train:40.7% val:49.3% test:49.3% maxVal:49.3% maxTest:49.3%
[04/100] [Loss] train:-0.459(f:-0.467+r:0.001+k:0.001+l:0.006) val:-0.562 test:-0.562 [Accr] train:49.1% val:60.0% test:60.0% maxVal:60.0% maxTest:60.0%
[05/100] [Loss] train:-0.455(f:-0.463+r:0.001+k:0.001+l:0.006) val:-0.553 test:-0.553 [Accr] train:48.3% val:58.7% test:58.7% maxVal:60.0% maxTest:60.0%
[06/100] [Loss] train:-0.491(f:-0.500+r:0.001+k:0.001+l:0.006) val:-0.604 test:-0.602 [Accr] train:51.3% val:62.9% test:62.9% maxVal:62.9% maxTest:62.9%
[07/100] [Loss] train:-0.494(f:-0.503+r:0.001+k:0.001+l:0.006) val:-0.601 test:-0.601 [Accr] train:51.5% val:62.7% test:62.7% maxVal:62.9% maxTest:62.9%
[08/100] [Loss] train:-0.451(f:-0.460+r:0.001+k:0.002+l:0.006) val:-0.554 test:-0.554 [Accr] train:46.9% val:57.7% test:57.7% maxVal:62.9% maxTest:62.9%
[09/100] [Loss] train:-0.537(f:-0.546+r:0.001+k:0.002+l:0.006) val:-0.656 test:-0.657 [Accr] train:55.5% val:67.7% test:67.7% maxVal:67.7% maxTest:67.7%
[10/100] [Loss] train:-0.539(f:-0.548+r:0.001+k:0.002+l:0.006) val:-0.658 test:-0.658 [Accr] train:55.6% val:67.6% test:67.6% maxVal:67.7% maxTest:67.7%
[11/100] [Loss] train:-0.548(f:-0.557+r:0.001+k:0.002+l:0.006) val:-0.670 test:-0.670 [Accr] train:56.4% val:69.1% test:69.1% maxVal:69.1% maxTest:69.1%
[12/100] [Loss] train:-0.532(f:-0.541+r:0.002+k:0.001+l:0.006) val:-0.646 test:-0.646 [Accr] train:55.3% val:66.8% test:66.8% maxVal:69.1% maxTest:69.1%
[13/100] [Loss] train:-0.572(f:-0.581+r:0.001+k:0.002+l:0.006) val:-0.690 test:-0.691 [Accr] train:59.2% val:71.3% test:71.3% maxVal:71.3% maxTest:71.3%
[14/100] [Loss] train:-0.551(f:-0.560+r:0.002+k:0.002+l:0.006) val:-0.669 test:-0.670 [Accr] train:56.9% val:69.0% test:69.0% maxVal:71.3% maxTest:71.3%
[15/100] [Loss] train:-0.597(f:-0.606+r:0.002+k:0.002+l:0.006) val:-0.730 test:-0.729 [Accr] train:61.6% val:75.3% test:75.3% maxVal:75.3% maxTest:75.3%
[16/100] [Loss] train:-0.597(f:-0.606+r:0.002+k:0.002+l:0.006) val:-0.726 test:-0.727 [Accr] train:61.4% val:74.6% test:74.6% maxVal:75.3% maxTest:75.3%
[17/100] [Loss] train:-0.586(f:-0.596+r:0.002+k:0.002+l:0.006) val:-0.714 test:-0.714 [Accr] train:60.2% val:73.2% test:73.2% maxVal:75.3% maxTest:75.3%
[18/100] [Loss] train:-0.594(f:-0.604+r:0.002+k:0.002+l:0.006) val:-0.721 test:-0.721 [Accr] train:61.1% val:74.2% test:74.2% maxVal:75.3% maxTest:75.3%
[19/100] [Loss] train:-0.571(f:-0.581+r:0.002+k:0.002+l:0.006) val:-0.691 test:-0.691 [Accr] train:58.9% val:71.0% test:71.0% maxVal:75.3% maxTest:75.3%
[20/100] [Loss] train:-0.604(f:-0.614+r:0.002+k:0.002+l:0.006) val:-0.732 test:-0.732 [Accr] train:62.1% val:74.9% test:74.9% maxVal:75.3% maxTest:75.3%
[21/100] [Loss] train:-0.639(f:-0.648+r:0.002+k:0.002+l:0.006) val:-0.776 test:-0.776 [Accr] train:65.6% val:79.3% test:79.3% maxVal:79.3% maxTest:79.3%
[22/100] [Loss] train:-0.619(f:-0.628+r:0.002+k:0.002+l:0.006) val:-0.751 test:-0.751 [Accr] train:63.5% val:76.9% test:76.9% maxVal:79.3% maxTest:79.3%
[23/100] [Loss] train:-0.617(f:-0.627+r:0.002+k:0.002+l:0.006) val:-0.752 test:-0.753 [Accr] train:63.2% val:76.8% test:76.8% maxVal:79.3% maxTest:79.3%
[24/100] [Loss] train:-0.644(f:-0.654+r:0.002+k:0.002+l:0.006) val:-0.786 test:-0.785 [Accr] train:66.0% val:80.2% test:80.2% maxVal:80.2% maxTest:80.2%
[25/100] [Loss] train:-0.645(f:-0.655+r:0.002+k:0.002+l:0.006) val:-0.785 test:-0.784 [Accr] train:66.1% val:80.4% test:80.4% maxVal:80.4% maxTest:80.4%
[26/100] [Loss] train:-0.635(f:-0.644+r:0.002+k:0.002+l:0.006) val:-0.776 test:-0.776 [Accr] train:65.1% val:79.3% test:79.3% maxVal:80.4% maxTest:80.4%
[27/100] [Loss] train:-0.632(f:-0.642+r:0.002+k:0.002+l:0.006) val:-0.768 test:-0.768 [Accr] train:64.7% val:78.5% test:78.5% maxVal:80.4% maxTest:80.4%
