Text name: res/res_cn_cls_cifar10_symmetric_rate50_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup01_sgd_max_epoch100_lsecoer1e-04.txt
[00/100] [Loss] train:-0.171(f:-0.179+r:0.001+k:0.001+l:0.006) val:-0.269 test:-0.269 [Accr] train:19.6% val:31.7% test:31.7% maxVal:31.7% maxTest:31.7%
[01/100] [Loss] train:-0.177(f:-0.185+r:0.001+k:0.001+l:0.006) val:-0.287 test:-0.285 [Accr] train:20.5% val:34.1% test:34.1% maxVal:34.1% maxTest:34.1%
[02/100] [Loss] train:-0.203(f:-0.211+r:0.001+k:0.001+l:0.006) val:-0.338 test:-0.338 [Accr] train:23.1% val:38.7% test:38.7% maxVal:38.7% maxTest:38.7%
[03/100] [Loss] train:-0.223(f:-0.231+r:0.001+k:0.001+l:0.006) val:-0.384 test:-0.383 [Accr] train:24.7% val:42.9% test:42.9% maxVal:42.9% maxTest:42.9%
[04/100] [Loss] train:-0.228(f:-0.237+r:0.001+k:0.001+l:0.006) val:-0.390 test:-0.390 [Accr] train:25.1% val:43.0% test:43.0% maxVal:43.0% maxTest:43.0%
[05/100] [Loss] train:-0.261(f:-0.269+r:0.001+k:0.001+l:0.006) val:-0.465 test:-0.466 [Accr] train:28.2% val:50.3% test:50.3% maxVal:50.3% maxTest:50.3%
[06/100] [Loss] train:-0.255(f:-0.263+r:0.001+k:0.001+l:0.006) val:-0.445 test:-0.445 [Accr] train:27.5% val:47.8% test:47.8% maxVal:50.3% maxTest:50.3%
[07/100] [Loss] train:-0.216(f:-0.225+r:0.001+k:0.001+l:0.006) val:-0.365 test:-0.366 [Accr] train:23.0% val:38.5% test:38.5% maxVal:50.3% maxTest:50.3%
[08/100] [Loss] train:-0.275(f:-0.284+r:0.001+k:0.001+l:0.006) val:-0.493 test:-0.493 [Accr] train:29.2% val:51.9% test:51.9% maxVal:51.9% maxTest:51.9%
[09/100] [Loss] train:-0.241(f:-0.249+r:0.001+k:0.001+l:0.006) val:-0.413 test:-0.412 [Accr] train:25.6% val:43.7% test:43.7% maxVal:51.9% maxTest:51.9%
[10/100] [Loss] train:-0.291(f:-0.300+r:0.001+k:0.001+l:0.006) val:-0.528 test:-0.527 [Accr] train:31.1% val:55.7% test:55.7% maxVal:55.7% maxTest:55.7%
[11/100] [Loss] train:-0.263(f:-0.271+r:0.001+k:0.001+l:0.006) val:-0.464 test:-0.465 [Accr] train:27.7% val:49.0% test:49.0% maxVal:55.7% maxTest:55.7%
[12/100] [Loss] train:-0.302(f:-0.311+r:0.001+k:0.001+l:0.006) val:-0.551 test:-0.552 [Accr] train:32.0% val:57.9% test:57.9% maxVal:57.9% maxTest:57.9%
[13/100] [Loss] train:-0.317(f:-0.326+r:0.001+k:0.001+l:0.006) val:-0.577 test:-0.578 [Accr] train:33.3% val:60.2% test:60.2% maxVal:60.2% maxTest:60.2%
[14/100] [Loss] train:-0.312(f:-0.321+r:0.001+k:0.001+l:0.006) val:-0.572 test:-0.572 [Accr] train:32.7% val:59.7% test:59.7% maxVal:60.2% maxTest:60.2%
[15/100] [Loss] train:-0.327(f:-0.336+r:0.001+k:0.001+l:0.006) val:-0.599 test:-0.599 [Accr] train:34.4% val:62.6% test:62.6% maxVal:62.6% maxTest:62.6%
[16/100] [Loss] train:-0.327(f:-0.336+r:0.001+k:0.002+l:0.006) val:-0.598 test:-0.598 [Accr] train:34.3% val:62.0% test:62.0% maxVal:62.6% maxTest:62.6%
[17/100] [Loss] train:-0.324(f:-0.333+r:0.001+k:0.001+l:0.006) val:-0.593 test:-0.594 [Accr] train:33.9% val:61.8% test:61.8% maxVal:62.6% maxTest:62.6%
[18/100] [Loss] train:-0.333(f:-0.342+r:0.002+k:0.001+l:0.006) val:-0.611 test:-0.611 [Accr] train:34.7% val:63.0% test:63.0% maxVal:63.0% maxTest:63.0%
[19/100] [Loss] train:-0.343(f:-0.352+r:0.002+k:0.001+l:0.006) val:-0.632 test:-0.631 [Accr] train:35.6% val:65.0% test:65.0% maxVal:65.0% maxTest:65.0%
[20/100] [Loss] train:-0.329(f:-0.338+r:0.001+k:0.001+l:0.006) val:-0.605 test:-0.604 [Accr] train:34.1% val:62.0% test:62.0% maxVal:65.0% maxTest:65.0%
[21/100] [Loss] train:-0.336(f:-0.345+r:0.001+k:0.002+l:0.006) val:-0.617 test:-0.617 [Accr] train:34.9% val:63.5% test:63.5% maxVal:65.0% maxTest:65.0%
[22/100] [Loss] train:-0.350(f:-0.359+r:0.002+k:0.001+l:0.006) val:-0.652 test:-0.652 [Accr] train:36.3% val:66.8% test:66.8% maxVal:66.8% maxTest:66.8%
[23/100] [Loss] train:-0.340(f:-0.349+r:0.002+k:0.002+l:0.006) val:-0.624 test:-0.624 [Accr] train:35.2% val:63.9% test:63.9% maxVal:66.8% maxTest:66.8%
[24/100] [Loss] train:-0.340(f:-0.349+r:0.002+k:0.001+l:0.006) val:-0.624 test:-0.624 [Accr] train:35.3% val:63.9% test:63.9% maxVal:66.8% maxTest:66.8%
[25/100] [Loss] train:-0.363(f:-0.372+r:0.002+k:0.002+l:0.006) val:-0.679 test:-0.678 [Accr] train:37.5% val:69.3% test:69.3% maxVal:69.3% maxTest:69.3%
[26/100] [Loss] train:-0.356(f:-0.365+r:0.001+k:0.002+l:0.006) val:-0.658 test:-0.658 [Accr] train:36.9% val:67.8% test:67.8% maxVal:69.3% maxTest:69.3%
[27/100] [Loss] train:-0.364(f:-0.373+r:0.002+k:0.001+l:0.006) val:-0.676 test:-0.676 [Accr] train:37.7% val:69.1% test:69.1% maxVal:69.3% maxTest:69.3%
[28/100] [Loss] train:-0.357(f:-0.366+r:0.002+k:0.002+l:0.006) val:-0.662 test:-0.663 [Accr] train:37.0% val:68.2% test:68.2% maxVal:69.3% maxTest:69.3%
[29/100] [Loss] train:-0.376(f:-0.385+r:0.001+k:0.002+l:0.006) val:-0.702 test:-0.701 [Accr] train:39.2% val:72.5% test:72.5% maxVal:72.5% maxTest:72.5%
[30/100] [Loss] train:-0.372(f:-0.381+r:0.002+k:0.001+l:0.006) val:-0.693 test:-0.693 [Accr] train:38.8% val:71.7% test:71.7% maxVal:72.5% maxTest:72.5%
[31/100] [Loss] train:-0.378(f:-0.387+r:0.002+k:0.002+l:0.006) val:-0.704 test:-0.704 [Accr] train:39.2% val:72.5% test:72.5% maxVal:72.5% maxTest:72.5%
[32/100] [Loss] train:-0.368(f:-0.377+r:0.002+k:0.002+l:0.006) val:-0.687 test:-0.686 [Accr] train:38.3% val:70.6% test:70.6% maxVal:72.5% maxTest:72.5%
[33/100] [Loss] train:-0.378(f:-0.387+r:0.002+k:0.002+l:0.006) val:-0.709 test:-0.710 [Accr] train:39.0% val:72.8% test:72.8% maxVal:72.8% maxTest:72.8%
[34/100] [Loss] train:-0.376(f:-0.385+r:0.002+k:0.002+l:0.006) val:-0.700 test:-0.699 [Accr] train:38.9% val:71.7% test:71.7% maxVal:72.8% maxTest:72.8%
[35/100] [Loss] train:-0.390(f:-0.399+r:0.002+k:0.002+l:0.006) val:-0.726 test:-0.725 [Accr] train:40.4% val:74.3% test:74.3% maxVal:74.3% maxTest:74.3%
[36/100] [Loss] train:-0.390(f:-0.399+r:0.002+k:0.002+l:0.006) val:-0.728 test:-0.728 [Accr] train:40.4% val:74.3% test:74.3% maxVal:74.3% maxTest:74.3%
[37/100] [Loss] train:-0.391(f:-0.400+r:0.002+k:0.002+l:0.006) val:-0.731 test:-0.731 [Accr] train:40.5% val:75.0% test:75.0% maxVal:75.0% maxTest:75.0%
[38/100] [Loss] train:-0.384(f:-0.394+r:0.002+k:0.002+l:0.006) val:-0.711 test:-0.711 [Accr] train:39.8% val:73.0% test:73.0% maxVal:75.0% maxTest:75.0%
[39/100] [Loss] train:-0.376(f:-0.385+r:0.002+k:0.002+l:0.006) val:-0.700 test:-0.700 [Accr] train:38.9% val:71.7% test:71.7% maxVal:75.0% maxTest:75.0%
[40/100] [Loss] train:-0.397(f:-0.406+r:0.002+k:0.002+l:0.006) val:-0.740 test:-0.740 [Accr] train:41.1% val:75.8% test:75.8% maxVal:75.8% maxTest:75.8%
[41/100] [Loss] train:-0.398(f:-0.407+r:0.002+k:0.002+l:0.006) val:-0.744 test:-0.744 [Accr] train:41.2% val:76.3% test:76.3% maxVal:76.3% maxTest:76.3%
[42/100] [Loss] train:-0.399(f:-0.408+r:0.002+k:0.002+l:0.006) val:-0.746 test:-0.745 [Accr] train:41.1% val:76.2% test:76.2% maxVal:76.3% maxTest:76.3%
