Text name: res/res_cn_cls_cifar10_symmetric_rate50_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup01_sgd_max_epoch200_lsecoer1e-04.txt
[00/200] [Loss] train:-0.160(f:-0.168+r:0.001+k:0.001+l:0.006) val:-0.247 test:-0.247 [Accr] train:18.1% val:28.8% test:28.8% maxVal:28.8% maxTest:28.8%
[02/200] [Loss] train:-0.197(f:-0.205+r:0.001+k:0.001+l:0.006) val:-0.325 test:-0.325 [Accr] train:23.6% val:40.3% test:40.3% maxVal:40.3% maxTest:40.3%
[04/200] [Loss] train:-0.246(f:-0.255+r:0.001+k:0.001+l:0.006) val:-0.432 test:-0.431 [Accr] train:27.5% val:48.8% test:48.8% maxVal:48.8% maxTest:48.8%
[06/200] [Loss] train:-0.254(f:-0.263+r:0.001+k:0.001+l:0.006) val:-0.441 test:-0.443 [Accr] train:28.0% val:48.8% test:48.8% maxVal:48.8% maxTest:48.8%
[08/200] [Loss] train:-0.286(f:-0.295+r:0.001+k:0.001+l:0.006) val:-0.516 test:-0.517 [Accr] train:30.4% val:54.8% test:54.8% maxVal:54.8% maxTest:54.8%
[10/200] [Loss] train:-0.291(f:-0.300+r:0.001+k:0.001+l:0.006) val:-0.524 test:-0.524 [Accr] train:31.3% val:55.8% test:55.8% maxVal:55.8% maxTest:55.8%
[12/200] [Loss] train:-0.307(f:-0.316+r:0.001+k:0.001+l:0.006) val:-0.560 test:-0.561 [Accr] train:32.8% val:59.6% test:59.6% maxVal:59.6% maxTest:59.6%
[14/200] [Loss] train:-0.311(f:-0.320+r:0.001+k:0.001+l:0.006) val:-0.571 test:-0.571 [Accr] train:32.9% val:60.3% test:60.3% maxVal:60.3% maxTest:60.3%
[16/200] [Loss] train:-0.330(f:-0.338+r:0.001+k:0.001+l:0.006) val:-0.603 test:-0.604 [Accr] train:34.8% val:63.3% test:63.3% maxVal:63.3% maxTest:63.3%
[18/200] [Loss] train:-0.340(f:-0.349+r:0.001+k:0.001+l:0.006) val:-0.624 test:-0.624 [Accr] train:35.5% val:64.4% test:64.4% maxVal:64.4% maxTest:64.4%
[20/200] [Loss] train:-0.336(f:-0.345+r:0.002+k:0.001+l:0.006) val:-0.616 test:-0.615 [Accr] train:35.1% val:63.4% test:63.4% maxVal:64.4% maxTest:64.4%
[22/200] [Loss] train:-0.372(f:-0.381+r:0.001+k:0.002+l:0.006) val:-0.695 test:-0.694 [Accr] train:38.7% val:71.8% test:71.8% maxVal:71.8% maxTest:71.8%
[24/200] [Loss] train:-0.370(f:-0.380+r:0.002+k:0.002+l:0.006) val:-0.687 test:-0.687 [Accr] train:38.5% val:70.5% test:70.5% maxVal:71.8% maxTest:71.8%
[26/200] [Loss] train:-0.382(f:-0.392+r:0.002+k:0.002+l:0.006) val:-0.715 test:-0.715 [Accr] train:39.6% val:73.6% test:73.6% maxVal:73.6% maxTest:73.6%
