Text name: res/res_cn_cls_cifar10_symmetric_rate20_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup08_sgd_max_epoch200_lsecoer1e-04.txt
[00/200] [Loss] train:-0.189(f:-0.198+r:0.001+k:0.002+l:0.006) val:-0.219 test:-0.218 [Accr] train:20.9% val:24.2% test:24.2% maxVal:24.2% maxTest:24.2%
[02/200] [Loss] train:-0.320(f:-0.328+r:0.001+k:0.001+l:0.006) val:-0.383 test:-0.383 [Accr] train:35.4% val:42.9% test:42.9% maxVal:42.9% maxTest:42.9%
[04/200] [Loss] train:-0.379(f:-0.387+r:0.001+k:0.001+l:0.006) val:-0.460 test:-0.461 [Accr] train:40.5% val:49.7% test:49.7% maxVal:49.7% maxTest:49.7%
[06/200] [Loss] train:-0.379(f:-0.388+r:0.001+k:0.001+l:0.006) val:-0.459 test:-0.459 [Accr] train:39.6% val:48.0% test:48.0% maxVal:49.7% maxTest:49.7%
[08/200] [Loss] train:-0.450(f:-0.459+r:0.002+k:0.001+l:0.006) val:-0.551 test:-0.551 [Accr] train:46.8% val:57.2% test:57.2% maxVal:57.2% maxTest:57.2%
[10/200] [Loss] train:-0.477(f:-0.485+r:0.002+k:0.001+l:0.006) val:-0.581 test:-0.581 [Accr] train:49.2% val:59.8% test:59.8% maxVal:59.8% maxTest:59.8%
[12/200] [Loss] train:-0.482(f:-0.491+r:0.002+k:0.001+l:0.006) val:-0.585 test:-0.583 [Accr] train:50.5% val:60.9% test:60.9% maxVal:60.9% maxTest:60.9%
[14/200] [Loss] train:-0.462(f:-0.471+r:0.002+k:0.001+l:0.006) val:-0.557 test:-0.558 [Accr] train:48.2% val:58.0% test:58.0% maxVal:60.9% maxTest:60.9%
[16/200] [Loss] train:-0.525(f:-0.534+r:0.002+k:0.001+l:0.006) val:-0.639 test:-0.638 [Accr] train:54.2% val:65.6% test:65.6% maxVal:65.6% maxTest:65.6%
[18/200] [Loss] train:-0.534(f:-0.543+r:0.002+k:0.001+l:0.006) val:-0.656 test:-0.655 [Accr] train:55.1% val:67.2% test:67.2% maxVal:67.2% maxTest:67.2%
[20/200] [Loss] train:-0.539(f:-0.549+r:0.002+k:0.001+l:0.006) val:-0.653 test:-0.654 [Accr] train:55.3% val:66.8% test:66.8% maxVal:67.2% maxTest:67.2%
[22/200] [Loss] train:-0.555(f:-0.564+r:0.002+k:0.001+l:0.006) val:-0.673 test:-0.673 [Accr] train:56.5% val:68.4% test:68.4% maxVal:68.4% maxTest:68.4%
[24/200] [Loss] train:-0.540(f:-0.548+r:0.001+k:0.001+l:0.006) val:-0.657 test:-0.656 [Accr] train:56.3% val:68.3% test:68.3% maxVal:68.4% maxTest:68.4%
[26/200] [Loss] train:-0.566(f:-0.575+r:0.002+k:0.001+l:0.006) val:-0.689 test:-0.689 [Accr] train:58.3% val:70.6% test:70.6% maxVal:70.6% maxTest:70.6%
