Text name: res/res_cn_cls_cifar10_symmetric_rate50_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup04_sgd_max_epoch200_lsecoer1e-04.txt
[00/200] [Loss] train:-0.148(f:-0.156+r:0.001+k:0.001+l:0.006) val:-0.218 test:-0.218 [Accr] train:16.9% val:25.1% test:25.1% maxVal:25.1% maxTest:25.1%
[02/200] [Loss] train:-0.205(f:-0.214+r:0.001+k:0.001+l:0.006) val:-0.346 test:-0.347 [Accr] train:22.6% val:38.5% test:38.5% maxVal:38.5% maxTest:38.5%
[04/200] [Loss] train:-0.231(f:-0.239+r:0.001+k:0.001+l:0.006) val:-0.397 test:-0.397 [Accr] train:25.5% val:44.3% test:44.3% maxVal:44.3% maxTest:44.3%
[06/200] [Loss] train:-0.237(f:-0.245+r:0.001+k:0.001+l:0.006) val:-0.411 test:-0.410 [Accr] train:25.7% val:44.6% test:44.6% maxVal:44.6% maxTest:44.6%
[08/200] [Loss] train:-0.285(f:-0.294+r:0.001+k:0.001+l:0.006) val:-0.516 test:-0.516 [Accr] train:30.4% val:54.8% test:54.8% maxVal:54.8% maxTest:54.8%
[10/200] [Loss] train:-0.276(f:-0.284+r:0.001+k:0.001+l:0.006) val:-0.496 test:-0.496 [Accr] train:29.0% val:52.0% test:52.0% maxVal:54.8% maxTest:54.8%
[12/200] [Loss] train:-0.285(f:-0.294+r:0.001+k:0.001+l:0.006) val:-0.516 test:-0.515 [Accr] train:29.9% val:53.8% test:53.8% maxVal:54.8% maxTest:54.8%
[14/200] [Loss] train:-0.291(f:-0.300+r:0.001+k:0.001+l:0.006) val:-0.533 test:-0.533 [Accr] train:30.2% val:54.9% test:54.9% maxVal:54.9% maxTest:54.9%
[16/200] [Loss] train:-0.288(f:-0.297+r:0.001+k:0.001+l:0.006) val:-0.518 test:-0.519 [Accr] train:30.0% val:53.7% test:53.7% maxVal:54.9% maxTest:54.9%
[18/200] [Loss] train:-0.294(f:-0.303+r:0.001+k:0.001+l:0.006) val:-0.532 test:-0.532 [Accr] train:30.6% val:54.9% test:54.9% maxVal:54.9% maxTest:54.9%
[20/200] [Loss] train:-0.325(f:-0.334+r:0.001+k:0.001+l:0.006) val:-0.602 test:-0.601 [Accr] train:33.6% val:61.3% test:61.3% maxVal:61.3% maxTest:61.3%
[22/200] [Loss] train:-0.309(f:-0.318+r:0.001+k:0.001+l:0.006) val:-0.558 test:-0.559 [Accr] train:32.0% val:57.0% test:57.0% maxVal:61.3% maxTest:61.3%
[24/200] [Loss] train:-0.333(f:-0.342+r:0.002+k:0.001+l:0.006) val:-0.618 test:-0.618 [Accr] train:34.8% val:63.9% test:63.9% maxVal:63.9% maxTest:63.9%
[26/200] [Loss] train:-0.330(f:-0.339+r:0.002+k:0.001+l:0.006) val:-0.605 test:-0.605 [Accr] train:34.5% val:62.7% test:62.7% maxVal:63.9% maxTest:63.9%
[28/200] [Loss] train:-0.356(f:-0.365+r:0.001+k:0.002+l:0.006) val:-0.659 test:-0.659 [Accr] train:37.2% val:68.3% test:68.3% maxVal:68.3% maxTest:68.3%
[30/200] [Loss] train:-0.358(f:-0.367+r:0.002+k:0.001+l:0.006) val:-0.661 test:-0.662 [Accr] train:37.3% val:68.5% test:68.5% maxVal:68.5% maxTest:68.5%
[32/200] [Loss] train:-0.357(f:-0.366+r:0.002+k:0.002+l:0.006) val:-0.666 test:-0.665 [Accr] train:37.2% val:68.6% test:68.6% maxVal:68.6% maxTest:68.6%
[34/200] [Loss] train:-0.366(f:-0.375+r:0.002+k:0.002+l:0.006) val:-0.675 test:-0.675 [Accr] train:38.0% val:69.5% test:69.5% maxVal:69.5% maxTest:69.5%
[36/200] [Loss] train:-0.360(f:-0.369+r:0.001+k:0.002+l:0.006) val:-0.663 test:-0.663 [Accr] train:37.4% val:68.2% test:68.2% maxVal:69.5% maxTest:69.5%
[38/200] [Loss] train:-0.358(f:-0.367+r:0.002+k:0.002+l:0.006) val:-0.664 test:-0.664 [Accr] train:37.2% val:68.3% test:68.3% maxVal:69.5% maxTest:69.5%
[40/200] [Loss] train:-0.374(f:-0.383+r:0.002+k:0.002+l:0.006) val:-0.700 test:-0.700 [Accr] train:38.9% val:72.3% test:72.3% maxVal:72.3% maxTest:72.3%
[42/200] [Loss] train:-0.362(f:-0.371+r:0.002+k:0.002+l:0.006) val:-0.676 test:-0.676 [Accr] train:37.6% val:69.5% test:69.5% maxVal:72.3% maxTest:72.3%
[44/200] [Loss] train:-0.372(f:-0.381+r:0.002+k:0.002+l:0.006) val:-0.694 test:-0.694 [Accr] train:38.5% val:71.3% test:71.3% maxVal:72.3% maxTest:72.3%
[46/200] [Loss] train:-0.360(f:-0.369+r:0.002+k:0.002+l:0.006) val:-0.665 test:-0.664 [Accr] train:37.4% val:68.3% test:68.3% maxVal:72.3% maxTest:72.3%
[48/200] [Loss] train:-0.366(f:-0.375+r:0.001+k:0.002+l:0.006) val:-0.674 test:-0.674 [Accr] train:38.0% val:69.6% test:69.6% maxVal:72.3% maxTest:72.3%
[50/200] [Loss] train:-0.358(f:-0.368+r:0.002+k:0.002+l:0.006) val:-0.667 test:-0.667 [Accr] train:37.2% val:68.5% test:68.5% maxVal:72.3% maxTest:72.3%
[52/200] [Loss] train:-0.392(f:-0.401+r:0.002+k:0.002+l:0.006) val:-0.735 test:-0.735 [Accr] train:40.5% val:75.3% test:75.3% maxVal:75.3% maxTest:75.3%
[54/200] [Loss] train:-0.379(f:-0.388+r:0.002+k:0.002+l:0.006) val:-0.705 test:-0.706 [Accr] train:39.2% val:72.2% test:72.2% maxVal:75.3% maxTest:75.3%
[56/200] [Loss] train:-0.388(f:-0.397+r:0.002+k:0.002+l:0.006) val:-0.724 test:-0.725 [Accr] train:40.1% val:74.0% test:74.0% maxVal:75.3% maxTest:75.3%
[58/200] [Loss] train:-0.395(f:-0.404+r:0.002+k:0.002+l:0.006) val:-0.742 test:-0.742 [Accr] train:40.9% val:76.1% test:76.1% maxVal:76.1% maxTest:76.1%
[60/200] [Loss] train:-0.378(f:-0.387+r:0.002+k:0.002+l:0.006) val:-0.704 test:-0.705 [Accr] train:39.0% val:72.3% test:72.3% maxVal:76.1% maxTest:76.1%
[62/200] [Loss] train:-0.388(f:-0.397+r:0.002+k:0.002+l:0.006) val:-0.722 test:-0.722 [Accr] train:40.0% val:73.7% test:73.7% maxVal:76.1% maxTest:76.1%
[64/200] [Loss] train:-0.395(f:-0.405+r:0.002+k:0.002+l:0.006) val:-0.736 test:-0.736 [Accr] train:40.8% val:75.1% test:75.1% maxVal:76.1% maxTest:76.1%
[66/200] [Loss] train:-0.400(f:-0.410+r:0.002+k:0.002+l:0.006) val:-0.747 test:-0.748 [Accr] train:41.3% val:76.2% test:76.2% maxVal:76.2% maxTest:76.2%
[68/200] [Loss] train:-0.394(f:-0.403+r:0.002+k:0.002+l:0.006) val:-0.726 test:-0.726 [Accr] train:40.6% val:74.4% test:74.4% maxVal:76.2% maxTest:76.2%
[70/200] [Loss] train:-0.403(f:-0.412+r:0.002+k:0.002+l:0.006) val:-0.750 test:-0.750 [Accr] train:41.6% val:76.5% test:76.5% maxVal:76.5% maxTest:76.5%
[72/200] [Loss] train:-0.406(f:-0.416+r:0.002+k:0.002+l:0.006) val:-0.763 test:-0.763 [Accr] train:41.9% val:78.1% test:78.1% maxVal:78.1% maxTest:78.1%
[74/200] [Loss] train:-0.402(f:-0.411+r:0.002+k:0.002+l:0.006) val:-0.753 test:-0.754 [Accr] train:41.4% val:76.9% test:76.9% maxVal:78.1% maxTest:78.1%
[76/200] [Loss] train:-0.405(f:-0.414+r:0.002+k:0.002+l:0.006) val:-0.758 test:-0.758 [Accr] train:41.8% val:77.7% test:77.7% maxVal:78.1% maxTest:78.1%
[78/200] [Loss] train:-0.413(f:-0.422+r:0.002+k:0.002+l:0.006) val:-0.775 test:-0.775 [Accr] train:42.4% val:78.9% test:78.9% maxVal:78.9% maxTest:78.9%
[80/200] [Loss] train:-0.400(f:-0.410+r:0.002+k:0.002+l:0.006) val:-0.747 test:-0.747 [Accr] train:41.3% val:76.2% test:76.2% maxVal:78.9% maxTest:78.9%
[82/200] [Loss] train:-0.401(f:-0.410+r:0.002+k:0.002+l:0.006) val:-0.748 test:-0.748 [Accr] train:41.4% val:76.3% test:76.3% maxVal:78.9% maxTest:78.9%
[84/200] [Loss] train:-0.415(f:-0.425+r:0.002+k:0.002+l:0.006) val:-0.781 test:-0.781 [Accr] train:42.8% val:79.5% test:79.5% maxVal:79.5% maxTest:79.5%
[86/200] [Loss] train:-0.414(f:-0.424+r:0.002+k:0.002+l:0.006) val:-0.771 test:-0.771 [Accr] train:42.7% val:78.6% test:78.6% maxVal:79.5% maxTest:79.5%
[88/200] [Loss] train:-0.415(f:-0.424+r:0.002+k:0.002+l:0.006) val:-0.767 test:-0.767 [Accr] train:42.7% val:78.3% test:78.3% maxVal:79.5% maxTest:79.5%
[90/200] [Loss] train:-0.407(f:-0.416+r:0.002+k:0.002+l:0.006) val:-0.759 test:-0.759 [Accr] train:41.9% val:77.5% test:77.5% maxVal:79.5% maxTest:79.5%
[92/200] [Loss] train:-0.415(f:-0.424+r:0.002+k:0.002+l:0.006) val:-0.776 test:-0.776 [Accr] train:42.7% val:79.2% test:79.2% maxVal:79.5% maxTest:79.5%
[94/200] [Loss] train:-0.413(f:-0.422+r:0.002+k:0.002+l:0.006) val:-0.771 test:-0.772 [Accr] train:42.5% val:78.5% test:78.5% maxVal:79.5% maxTest:79.5%
[96/200] [Loss] train:-0.415(f:-0.425+r:0.002+k:0.002+l:0.006) val:-0.777 test:-0.777 [Accr] train:42.7% val:79.2% test:79.2% maxVal:79.5% maxTest:79.5%
